unit,s_adj,nace_r2,na_item,geo,time,values
I15,NA,NA,HICP_Electricity,AT,2005-10-01,233.55
I15,NA,NA,HICP_Electricity,AT,2006-01-01,237.77
I15,NA,NA,HICP_Electricity,AT,2006-04-01,242.77
I15,NA,NA,HICP_Electricity,AT,2006-07-01,243.66
I15,NA,NA,HICP_Electricity,AT,2006-10-01,244.37
I15,NA,NA,HICP_Electricity,AT,2007-01-01,263.44
I15,NA,NA,HICP_Electricity,AT,2007-04-01,264.36
I15,NA,NA,HICP_Electricity,AT,2007-07-01,264.78000000000003
I15,NA,NA,HICP_Electricity,AT,2007-10-01,265.26
I15,NA,NA,HICP_Electricity,AT,2008-01-01,266.06
I15,NA,NA,HICP_Electricity,AT,2008-04-01,266.46000000000004
I15,NA,NA,HICP_Electricity,AT,2008-07-01,268.08
I15,NA,NA,HICP_Electricity,AT,2008-10-01,275.4
I15,NA,NA,HICP_Electricity,AT,2009-01-01,279.75
I15,NA,NA,HICP_Electricity,AT,2009-04-01,279.75
I15,NA,NA,HICP_Electricity,AT,2009-07-01,280.2
I15,NA,NA,HICP_Electricity,AT,2009-10-01,280.33
I15,NA,NA,HICP_Electricity,AT,2010-01-01,282.03
I15,NA,NA,HICP_Electricity,AT,2010-04-01,282.71000000000004
I15,NA,NA,HICP_Electricity,AT,2010-07-01,283.38
I15,NA,NA,HICP_Electricity,AT,2010-10-01,283.27
I15,NA,NA,HICP_Electricity,AT,2011-01-01,282.04
I15,NA,NA,HICP_Electricity,AT,2011-04-01,283.23
I15,NA,NA,HICP_Electricity,AT,2011-07-01,283.38
I15,NA,NA,HICP_Electricity,AT,2011-10-01,283.38
I15,NA,NA,HICP_Electricity,AT,2012-01-01,282.04
I15,NA,NA,HICP_Electricity,AT,2012-04-01,282.48
I15,NA,NA,HICP_Electricity,AT,2012-07-01,288.46000000000004
I15,NA,NA,HICP_Electricity,AT,2012-10-01,288.36
I15,NA,NA,HICP_Electricity,AT,2013-01-01,298.98
I15,NA,NA,HICP_Electricity,AT,2013-04-01,298.98
I15,NA,NA,HICP_Electricity,AT,2013-07-01,298.4
I15,NA,NA,HICP_Electricity,AT,2013-10-01,296.34000000000003
I15,NA,NA,HICP_Electricity,AT,2014-01-01,299.52
I15,NA,NA,HICP_Electricity,AT,2014-04-01,299.52
I15,NA,NA,HICP_Electricity,AT,2014-07-01,299.52
I15,NA,NA,HICP_Electricity,AT,2014-10-01,293.70000000000005
I15,NA,NA,HICP_Electricity,AT,2015-01-01,301.59000000000003
I15,NA,NA,HICP_Electricity,AT,2015-04-01,300.21
I15,NA,NA,HICP_Electricity,AT,2015-07-01,300.21
I15,NA,NA,HICP_Electricity,AT,2015-10-01,297.99
I15,NA,NA,HICP_Electricity,AT,2016-01-01,303.93
I15,NA,NA,HICP_Electricity,AT,2016-04-01,303.71999999999997
I15,NA,NA,HICP_Electricity,AT,2016-07-01,303.71999999999997
I15,NA,NA,HICP_Electricity,AT,2016-10-01,302.05
I15,NA,NA,HICP_Electricity,AT,2017-01-01,286.84999999999997
I15,NA,NA,HICP_Electricity,AT,2017-04-01,286.71
I15,NA,NA,HICP_Electricity,AT,2017-07-01,286.71
I15,NA,NA,HICP_Electricity,AT,2017-10-01,286.71
I15,NA,NA,HICP_Electricity,AT,2018-01-01,286.11
I15,NA,NA,HICP_Electricity,AT,2018-04-01,286.11
I15,NA,NA,HICP_Electricity,AT,2018-07-01,287.04
I15,NA,NA,HICP_Electricity,AT,2018-10-01,297.84000000000003
I15,NA,NA,HICP_Electricity,AT,2019-01-01,297.32
I15,NA,NA,HICP_Electricity,AT,2019-04-01,298.69
I15,NA,NA,HICP_Electricity,AT,2019-07-01,302.25
I15,NA,NA,HICP_Electricity,AT,2019-10-01,302.61
I15,NA,NA,HICP_Electricity,AT,2020-01-01,316.40999999999997
I15,NA,NA,HICP_Electricity,AT,2020-04-01,318
I15,NA,NA,HICP_Electricity,AT,2020-07-01,318.22
I15,NA,NA,HICP_Electricity,AT,2020-10-01,317.88
I15,NA,NA,HICP_Electricity,AT,2021-01-01,333.57
I15,NA,NA,HICP_Electricity,AT,2021-04-01,334.34
I15,NA,NA,HICP_Electricity,AT,2021-07-01,339.19
I15,NA,NA,HICP_Electricity,AT,2021-10-01,352.28
I15,NA,NA,HICP_Electricity,AT,2022-01-01,368.86
I15,NA,NA,HICP_Electricity,AT,2022-04-01,341.39
I15,NA,NA,HICP_Electricity,AT,2022-07-01,405.86
I15,NA,NA,HICP_Electricity,AT,2022-10-01,394.83
I15,NA,NA,HICP_Electricity,AT,2023-01-01,384.87
I15,NA,NA,HICP_Electricity,AT,2023-04-01,356.29
I15,NA,NA,HICP_Gas,AT,1996-01-01,152.37
I15,NA,NA,HICP_Gas,AT,1996-04-01,159.32999999999998
I15,NA,NA,HICP_Gas,AT,1996-07-01,173.25
I15,NA,NA,HICP_Gas,AT,1996-10-01,173.25
I15,NA,NA,HICP_Gas,AT,1997-01-01,173.76
I15,NA,NA,HICP_Gas,AT,1997-04-01,173.76
I15,NA,NA,HICP_Gas,AT,1997-07-01,173.37
I15,NA,NA,HICP_Gas,AT,1997-10-01,172.21
I15,NA,NA,HICP_Gas,AT,1998-01-01,168.7
I15,NA,NA,HICP_Gas,AT,1998-04-01,168.48
I15,NA,NA,HICP_Gas,AT,1998-07-01,168.32999999999998
I15,NA,NA,HICP_Gas,AT,1998-10-01,167.82
I15,NA,NA,HICP_Gas,AT,1999-01-01,167.17000000000002
I15,NA,NA,HICP_Gas,AT,1999-04-01,166.34
I15,NA,NA,HICP_Gas,AT,1999-07-01,166.02
I15,NA,NA,HICP_Gas,AT,1999-10-01,166.78
I15,NA,NA,HICP_Gas,AT,2000-01-01,168.54
I15,NA,NA,HICP_Gas,AT,2000-04-01,170.62
I15,NA,NA,HICP_Gas,AT,2000-07-01,176.32
I15,NA,NA,HICP_Gas,AT,2000-10-01,186.97
I15,NA,NA,HICP_Gas,AT,2001-01-01,196.6
I15,NA,NA,HICP_Gas,AT,2001-04-01,196.98
I15,NA,NA,HICP_Gas,AT,2001-07-01,195.19
I15,NA,NA,HICP_Gas,AT,2001-10-01,194.13
I15,NA,NA,HICP_Gas,AT,2002-01-01,192.75
I15,NA,NA,HICP_Gas,AT,2002-04-01,192.42
I15,NA,NA,HICP_Gas,AT,2002-07-01,193.83999999999995
I15,NA,NA,HICP_Gas,AT,2002-10-01,194.91
I15,NA,NA,HICP_Gas,AT,2003-01-01,192.6
I15,NA,NA,HICP_Gas,AT,2003-04-01,195.3
I15,NA,NA,HICP_Gas,AT,2003-07-01,199.4
I15,NA,NA,HICP_Gas,AT,2003-10-01,197.85
I15,NA,NA,HICP_Gas,AT,2004-01-01,206.99
I15,NA,NA,HICP_Gas,AT,2004-04-01,207.12
I15,NA,NA,HICP_Gas,AT,2004-07-01,206.76
I15,NA,NA,HICP_Gas,AT,2004-10-01,207.66000000000005
I15,NA,NA,HICP_Gas,AT,2005-01-01,216.39
I15,NA,NA,HICP_Gas,AT,2005-04-01,216.66
I15,NA,NA,HICP_Gas,AT,2005-07-01,217.87
I15,NA,NA,HICP_Gas,AT,2005-10-01,228.56
I15,NA,NA,HICP_Gas,AT,2006-01-01,230.88
I15,NA,NA,HICP_Gas,AT,2006-04-01,232.65
I15,NA,NA,HICP_Gas,AT,2006-07-01,233.55
I15,NA,NA,HICP_Gas,AT,2006-10-01,237.15999999999997
I15,NA,NA,HICP_Gas,AT,2007-01-01,254.77
I15,NA,NA,HICP_Gas,AT,2007-04-01,254.79
I15,NA,NA,HICP_Gas,AT,2007-07-01,251.19
I15,NA,NA,HICP_Gas,AT,2007-10-01,251.19
I15,NA,NA,HICP_Gas,AT,2008-01-01,252.99
I15,NA,NA,HICP_Gas,AT,2008-04-01,253.14
I15,NA,NA,HICP_Gas,AT,2008-07-01,253.27
I15,NA,NA,HICP_Gas,AT,2008-10-01,281.89
I15,NA,NA,HICP_Gas,AT,2009-01-01,292.09000000000003
I15,NA,NA,HICP_Gas,AT,2009-04-01,277.32
I15,NA,NA,HICP_Gas,AT,2009-07-01,275.96999999999997
I15,NA,NA,HICP_Gas,AT,2009-10-01,265.87
I15,NA,NA,HICP_Gas,AT,2010-01-01,265.21
I15,NA,NA,HICP_Gas,AT,2010-04-01,265.04999999999995
I15,NA,NA,HICP_Gas,AT,2010-07-01,265.20000000000005
I15,NA,NA,HICP_Gas,AT,2010-10-01,265.85
I15,NA,NA,HICP_Gas,AT,2011-01-01,272.01
I15,NA,NA,HICP_Gas,AT,2011-04-01,287.57
I15,NA,NA,HICP_Gas,AT,2011-07-01,293.46000000000004
I15,NA,NA,HICP_Gas,AT,2011-10-01,301.23
I15,NA,NA,HICP_Gas,AT,2012-01-01,302.74
I15,NA,NA,HICP_Gas,AT,2012-04-01,302.90999999999997
I15,NA,NA,HICP_Gas,AT,2012-07-01,302.90999999999997
I15,NA,NA,HICP_Gas,AT,2012-10-01,302.90999999999997
I15,NA,NA,HICP_Gas,AT,2013-01-01,302.88
I15,NA,NA,HICP_Gas,AT,2013-04-01,302.94
I15,NA,NA,HICP_Gas,AT,2013-07-01,302.94
I15,NA,NA,HICP_Gas,AT,2013-10-01,299.54999999999995
I15,NA,NA,HICP_Gas,AT,2014-01-01,301.44
I15,NA,NA,HICP_Gas,AT,2014-04-01,301.44
I15,NA,NA,HICP_Gas,AT,2014-07-01,301.44
I15,NA,NA,HICP_Gas,AT,2014-10-01,301.44
I15,NA,NA,HICP_Gas,AT,2015-01-01,302.54999999999995
I15,NA,NA,HICP_Gas,AT,2015-04-01,300.75
I15,NA,NA,HICP_Gas,AT,2015-07-01,300.75
I15,NA,NA,HICP_Gas,AT,2015-10-01,295.95000000000005
I15,NA,NA,HICP_Gas,AT,2016-01-01,300.39
I15,NA,NA,HICP_Gas,AT,2016-04-01,295.74
I15,NA,NA,HICP_Gas,AT,2016-07-01,293.67
I15,NA,NA,HICP_Gas,AT,2016-10-01,287.85
I15,NA,NA,HICP_Gas,AT,2017-01-01,290.03999999999996
I15,NA,NA,HICP_Gas,AT,2017-04-01,289.79999999999995
I15,NA,NA,HICP_Gas,AT,2017-07-01,289.79999999999995
I15,NA,NA,HICP_Gas,AT,2017-10-01,289.79999999999995
I15,NA,NA,HICP_Gas,AT,2018-01-01,272.49
I15,NA,NA,HICP_Gas,AT,2018-04-01,272.49
I15,NA,NA,HICP_Gas,AT,2018-07-01,273.15
I15,NA,NA,HICP_Gas,AT,2018-10-01,280.39
I15,NA,NA,HICP_Gas,AT,2019-01-01,275.64
I15,NA,NA,HICP_Gas,AT,2019-04-01,275.95
I15,NA,NA,HICP_Gas,AT,2019-07-01,277.01
I15,NA,NA,HICP_Gas,AT,2019-10-01,277.23
I15,NA,NA,HICP_Gas,AT,2020-01-01,273.15
I15,NA,NA,HICP_Gas,AT,2020-04-01,273.15
I15,NA,NA,HICP_Gas,AT,2020-07-01,272.28999999999996
I15,NA,NA,HICP_Gas,AT,2020-10-01,270.57
I15,NA,NA,HICP_Gas,AT,2021-01-01,275.82
I15,NA,NA,HICP_Gas,AT,2021-04-01,277.27
I15,NA,NA,HICP_Gas,AT,2021-07-01,293.33
I15,NA,NA,HICP_Gas,AT,2021-10-01,328.17
I15,NA,NA,HICP_Gas,AT,2022-01-01,428.5
I15,NA,NA,HICP_Gas,AT,2022-04-01,480.6
I15,NA,NA,HICP_Gas,AT,2022-07-01,544.29
I15,NA,NA,HICP_Gas,AT,2022-10-01,671.4
I15,NA,NA,HICP_Gas,AT,2023-01-01,737.12
I15,NA,NA,HICP_Gas,AT,2023-04-01,840.21
NR,NA,NA,HDD,AT,1979-01-01,1699.6
NR,NA,NA,HDD,AT,1979-04-01,643.67
NR,NA,NA,HDD,AT,1979-07-01,308.23
NR,NA,NA,HDD,AT,1979-10-01,1302.33
NR,NA,NA,HDD,AT,1980-01-01,1676.39
NR,NA,NA,HDD,AT,1980-04-01,799.8199999999999
NR,NA,NA,HDD,AT,1980-07-01,263.61
NR,NA,NA,HDD,AT,1980-10-01,1485.56
NR,NA,NA,HDD,AT,1981-01-01,1652.86
NR,NA,NA,HDD,AT,1981-04-01,586.7
NR,NA,NA,HDD,AT,1981-07-01,260.06
NR,NA,NA,HDD,AT,1981-10-01,1413.99
NR,NA,NA,HDD,AT,1982-01-01,1724.84
NR,NA,NA,HDD,AT,1982-04-01,643.93
NR,NA,NA,HDD,AT,1982-07-01,140.89
NR,NA,NA,HDD,AT,1982-10-01,1271.58
NR,NA,NA,HDD,AT,1983-01-01,1566.36
NR,NA,NA,HDD,AT,1983-04-01,562.29
NR,NA,NA,HDD,AT,1983-07-01,193.46
NR,NA,NA,HDD,AT,1983-10-01,1407.11
NR,NA,NA,HDD,AT,1984-01-01,1736.4299999999998
NR,NA,NA,HDD,AT,1984-04-01,730.51
NR,NA,NA,HDD,AT,1984-07-01,323.22
NR,NA,NA,HDD,AT,1984-10-01,1284.4499999999998
NR,NA,NA,HDD,AT,1985-01-01,1896.16
NR,NA,NA,HDD,AT,1985-04-01,645.69
NR,NA,NA,HDD,AT,1985-07-01,205.82
NR,NA,NA,HDD,AT,1985-10-01,1370.65
NR,NA,NA,HDD,AT,1986-01-01,1843.47
NR,NA,NA,HDD,AT,1986-04-01,544.86
NR,NA,NA,HDD,AT,1986-07-01,283.85
NR,NA,NA,HDD,AT,1986-10-01,1335.35
NR,NA,NA,HDD,AT,1987-01-01,1933.17
NR,NA,NA,HDD,AT,1987-04-01,683.75
NR,NA,NA,HDD,AT,1987-07-01,181.91
NR,NA,NA,HDD,AT,1987-10-01,1257.65
NR,NA,NA,HDD,AT,1988-01-01,1579.5300000000002
NR,NA,NA,HDD,AT,1988-04-01,570.84
NR,NA,NA,HDD,AT,1988-07-01,234.87
NR,NA,NA,HDD,AT,1988-10-01,1345.76
NR,NA,NA,HDD,AT,1989-01-01,1382.78
NR,NA,NA,HDD,AT,1989-04-01,623.69
NR,NA,NA,HDD,AT,1989-07-01,249.62
NR,NA,NA,HDD,AT,1989-10-01,1338.93
NR,NA,NA,HDD,AT,1990-01-01,1383.63
NR,NA,NA,HDD,AT,1990-04-01,607.62
NR,NA,NA,HDD,AT,1990-07-01,298.65
NR,NA,NA,HDD,AT,1990-10-01,1363.39
NR,NA,NA,HDD,AT,1991-01-01,1614.1799999999998
NR,NA,NA,HDD,AT,1991-04-01,780.7
NR,NA,NA,HDD,AT,1991-07-01,157.93
NR,NA,NA,HDD,AT,1991-10-01,1454.78
NR,NA,NA,HDD,AT,1992-01-01,1518.96
NR,NA,NA,HDD,AT,1992-04-01,540.55
NR,NA,NA,HDD,AT,1992-07-01,154.43
NR,NA,NA,HDD,AT,1992-10-01,1381.38
NR,NA,NA,HDD,AT,1993-01-01,1613.18
NR,NA,NA,HDD,AT,1993-04-01,477.74
NR,NA,NA,HDD,AT,1993-07-01,295.89
NR,NA,NA,HDD,AT,1993-10-01,1379.36
NR,NA,NA,HDD,AT,1994-01-01,1401.27
NR,NA,NA,HDD,AT,1994-04-01,594.17
NR,NA,NA,HDD,AT,1994-07-01,144.69
NR,NA,NA,HDD,AT,1994-10-01,1227.35
NR,NA,NA,HDD,AT,1995-01-01,1577.32
NR,NA,NA,HDD,AT,1995-04-01,606.09
NR,NA,NA,HDD,AT,1995-07-01,259.71000000000004
NR,NA,NA,HDD,AT,1995-10-01,1355.92
NR,NA,NA,HDD,AT,1996-01-01,1837.75
NR,NA,NA,HDD,AT,1996-04-01,547.0799999999999
NR,NA,NA,HDD,AT,1996-07-01,362.37
NR,NA,NA,HDD,AT,1996-10-01,1372.19
NR,NA,NA,HDD,AT,1997-01-01,1516.46
NR,NA,NA,HDD,AT,1997-04-01,625.53
NR,NA,NA,HDD,AT,1997-07-01,207.13
NR,NA,NA,HDD,AT,1997-10-01,1335.74
NR,NA,NA,HDD,AT,1998-01-01,1466.0700000000002
NR,NA,NA,HDD,AT,1998-04-01,528.0799999999999
NR,NA,NA,HDD,AT,1998-07-01,261.99
NR,NA,NA,HDD,AT,1998-10-01,1458.54
NR,NA,NA,HDD,AT,1999-01-01,1583.76
NR,NA,NA,HDD,AT,1999-04-01,533.4300000000001
NR,NA,NA,HDD,AT,1999-07-01,153.22
NR,NA,NA,HDD,AT,1999-10-01,1399.77
NR,NA,NA,HDD,AT,2000-01-01,1586.71
NR,NA,NA,HDD,AT,2000-04-01,420.34
NR,NA,NA,HDD,AT,2000-07-01,239.61
NR,NA,NA,HDD,AT,2000-10-01,1162.31
NR,NA,NA,HDD,AT,2001-01-01,1491.6699999999998
NR,NA,NA,HDD,AT,2001-04-01,585.7
NR,NA,NA,HDD,AT,2001-07-01,288.21000000000004
NR,NA,NA,HDD,AT,2001-10-01,1381.51
NR,NA,NA,HDD,AT,2002-01-01,1446.35
NR,NA,NA,HDD,AT,2002-04-01,503.14
NR,NA,NA,HDD,AT,2002-07-01,259.37
NR,NA,NA,HDD,AT,2002-10-01,1271.9299999999998
NR,NA,NA,HDD,AT,2003-01-01,1697.05
NR,NA,NA,HDD,AT,2003-04-01,459.8
NR,NA,NA,HDD,AT,2003-07-01,182.91
NR,NA,NA,HDD,AT,2003-10-01,1363.85
NR,NA,NA,HDD,AT,2004-01-01,1666.54
NR,NA,NA,HDD,AT,2004-04-01,594.7
NR,NA,NA,HDD,AT,2004-07-01,219.61
NR,NA,NA,HDD,AT,2004-10-01,1256.89
NR,NA,NA,HDD,AT,2005-01-01,1708.11
NR,NA,NA,HDD,AT,2005-04-01,533.4200000000001
NR,NA,NA,HDD,AT,2005-07-01,237.49
NR,NA,NA,HDD,AT,2005-10-01,1374.59
NR,NA,NA,HDD,AT,2006-01-01,1802.47
NR,NA,NA,HDD,AT,2006-04-01,564.45
NR,NA,NA,HDD,AT,2006-07-01,166.56
NR,NA,NA,HDD,AT,2006-10-01,1115.87
NR,NA,NA,HDD,AT,2007-01-01,1295.97
NR,NA,NA,HDD,AT,2007-04-01,379.11
NR,NA,NA,HDD,AT,2007-07-01,279.33
NR,NA,NA,HDD,AT,2007-10-01,1408.87
NR,NA,NA,HDD,AT,2008-01-01,1430.8200000000002
NR,NA,NA,HDD,AT,2008-04-01,513.0899999999999
NR,NA,NA,HDD,AT,2008-07-01,262.51
NR,NA,NA,HDD,AT,2008-10-01,1238.01
NR,NA,NA,HDD,AT,2009-01-01,1661.15
NR,NA,NA,HDD,AT,2009-04-01,426.76
NR,NA,NA,HDD,AT,2009-07-01,137.78
NR,NA,NA,HDD,AT,2009-10-01,1279.15
NR,NA,NA,HDD,AT,2010-01-01,1682.62
NR,NA,NA,HDD,AT,2010-04-01,553.14
NR,NA,NA,HDD,AT,2010-07-01,251.34
NR,NA,NA,HDD,AT,2010-10-01,1418.7800000000002
NR,NA,NA,HDD,AT,2011-01-01,1531.2199999999998
NR,NA,NA,HDD,AT,2011-04-01,432.65
NR,NA,NA,HDD,AT,2011-07-01,167.39
NR,NA,NA,HDD,AT,2011-10-01,1278.02
NR,NA,NA,HDD,AT,2012-01-01,1598.62
NR,NA,NA,HDD,AT,2012-04-01,498.95
NR,NA,NA,HDD,AT,2012-07-01,179
NR,NA,NA,HDD,AT,2012-10-01,1276.28
NR,NA,NA,HDD,AT,2013-01-01,1666.08
NR,NA,NA,HDD,AT,2013-04-01,561.4200000000001
NR,NA,NA,HDD,AT,2013-07-01,190.33
NR,NA,NA,HDD,AT,2013-10-01,1217.6
NR,NA,NA,HDD,AT,2014-01-01,1322.61
NR,NA,NA,HDD,AT,2014-04-01,504.98
NR,NA,NA,HDD,AT,2014-07-01,219.5
NR,NA,NA,HDD,AT,2014-10-01,1079.89
NR,NA,NA,HDD,AT,2015-01-01,1491.37
NR,NA,NA,HDD,AT,2015-04-01,507.49
NR,NA,NA,HDD,AT,2015-07-01,192.63
NR,NA,NA,HDD,AT,2015-10-01,1124.93
NR,NA,NA,HDD,AT,2016-01-01,1460.85
NR,NA,NA,HDD,AT,2016-04-01,509.28
NR,NA,NA,HDD,AT,2016-07-01,149.15
NR,NA,NA,HDD,AT,2016-10-01,1300.02
NR,NA,NA,HDD,AT,2017-01-01,1520.4499999999998
NR,NA,NA,HDD,AT,2017-04-01,479.22
NR,NA,NA,HDD,AT,2017-07-01,235.05
NR,NA,NA,HDD,AT,2017-10-01,1263.35
NR,NA,NA,HDD,AT,2018-01-01,1610.28
NR,NA,NA,HDD,AT,2018-04-01,298.51
NR,NA,NA,HDD,AT,2018-07-01,132.27
NR,NA,NA,HDD,AT,2018-10-01,1152.59
NR,NA,NA,HDD,AT,2019-01-01,1449
NR,NA,NA,HDD,AT,2019-04-01,536.36
NR,NA,NA,HDD,AT,2019-07-01,151.9
NR,NA,NA,HDD,AT,2019-10-01,1142.24
NR,NA,NA,HDD,AT,2020-01-01,1410.3000000000002
NR,NA,NA,HDD,AT,2020-04-01,506.03
NR,NA,NA,HDD,AT,2020-07-01,152.93
NR,NA,NA,HDD,AT,2020-10-01,1253.53
NR,NA,NA,HDD,AT,2021-01-01,1533.77
NR,NA,NA,HDD,AT,2021-04-01,632.1
NR,NA,NA,HDD,AT,2021-07-01,172.71
NR,NA,NA,HDD,AT,2021-10-01,1294.86
NR,NA,NA,HDD,AT,2022-01-01,1443.72
NR,NA,NA,HDD,AT,2022-04-01,458.34
NR,NA,NA,HDD,AT,2022-07-01,192.69
NR,NA,NA,HDD,AT,2022-10-01,1134.06
NA,NA,NA,EmiCH4Livestock,AT,2000-01-01,51.611181655001104
NA,NA,NA,EmiCH4Livestock,AT,2000-04-01,51.611181655001104
NA,NA,NA,EmiCH4Livestock,AT,2000-07-01,51.611181655001104
NA,NA,NA,EmiCH4Livestock,AT,2000-10-01,51.611181655001104
NA,NA,NA,EmiCH4Livestock,AT,2001-01-01,51.663895132499995
NA,NA,NA,EmiCH4Livestock,AT,2001-04-01,51.663895132499995
NA,NA,NA,EmiCH4Livestock,AT,2001-07-01,51.663895132499995
NA,NA,NA,EmiCH4Livestock,AT,2001-10-01,51.663895132499995
NA,NA,NA,EmiCH4Livestock,AT,2002-01-01,51.257275917500095
NA,NA,NA,EmiCH4Livestock,AT,2002-04-01,51.257275917500095
NA,NA,NA,EmiCH4Livestock,AT,2002-07-01,51.257275917500095
NA,NA,NA,EmiCH4Livestock,AT,2002-10-01,51.257275917500095
NA,NA,NA,EmiCH4Livestock,AT,2003-01-01,49.895409159999005
NA,NA,NA,EmiCH4Livestock,AT,2003-04-01,49.895409159999005
NA,NA,NA,EmiCH4Livestock,AT,2003-07-01,49.895409159999005
NA,NA,NA,EmiCH4Livestock,AT,2003-10-01,49.895409159999005
NA,NA,NA,EmiCH4Livestock,AT,2004-01-01,49.24939626499889
NA,NA,NA,EmiCH4Livestock,AT,2004-04-01,49.24939626499889
NA,NA,NA,EmiCH4Livestock,AT,2004-07-01,49.24939626499889
NA,NA,NA,EmiCH4Livestock,AT,2004-10-01,49.24939626499889
NA,NA,NA,EmiCH4Livestock,AT,2005-01-01,48.20403449000101
NA,NA,NA,EmiCH4Livestock,AT,2005-04-01,48.20403449000101
NA,NA,NA,EmiCH4Livestock,AT,2005-07-01,48.20403449000101
NA,NA,NA,EmiCH4Livestock,AT,2005-10-01,48.20403449000101
NA,NA,NA,EmiCH4Livestock,AT,2006-01-01,48.386709279999
NA,NA,NA,EmiCH4Livestock,AT,2006-04-01,48.386709279999
NA,NA,NA,EmiCH4Livestock,AT,2006-07-01,48.386709279999
NA,NA,NA,EmiCH4Livestock,AT,2006-10-01,48.386709279999
NA,NA,NA,EmiCH4Livestock,AT,2007-01-01,48.1632530125011
NA,NA,NA,EmiCH4Livestock,AT,2007-04-01,48.1632530125011
NA,NA,NA,EmiCH4Livestock,AT,2007-07-01,48.1632530125011
NA,NA,NA,EmiCH4Livestock,AT,2007-10-01,48.1632530125011
NA,NA,NA,EmiCH4Livestock,AT,2008-01-01,48.6115623699999
NA,NA,NA,EmiCH4Livestock,AT,2008-04-01,48.6115623699999
NA,NA,NA,EmiCH4Livestock,AT,2008-07-01,48.6115623699999
NA,NA,NA,EmiCH4Livestock,AT,2008-10-01,48.6115623699999
NA,NA,NA,EmiCH4Livestock,AT,2009-01-01,48.4825481325
NA,NA,NA,EmiCH4Livestock,AT,2009-04-01,48.4825481325
NA,NA,NA,EmiCH4Livestock,AT,2009-07-01,48.4825481325
NA,NA,NA,EmiCH4Livestock,AT,2009-10-01,48.4825481325
NA,NA,NA,EmiCH4Livestock,AT,2010-01-01,49.499261762499
NA,NA,NA,EmiCH4Livestock,AT,2010-04-01,49.499261762499
NA,NA,NA,EmiCH4Livestock,AT,2010-07-01,49.499261762499
NA,NA,NA,EmiCH4Livestock,AT,2010-10-01,49.499261762499
NA,NA,NA,EmiCH4Livestock,AT,2011-01-01,49.58127604749899
NA,NA,NA,EmiCH4Livestock,AT,2011-04-01,49.58127604749899
NA,NA,NA,EmiCH4Livestock,AT,2011-07-01,49.58127604749899
NA,NA,NA,EmiCH4Livestock,AT,2011-10-01,49.58127604749899
NA,NA,NA,EmiCH4Livestock,AT,2012-01-01,48.839862717501006
NA,NA,NA,EmiCH4Livestock,AT,2012-04-01,48.839862717501006
NA,NA,NA,EmiCH4Livestock,AT,2012-07-01,48.839862717501006
NA,NA,NA,EmiCH4Livestock,AT,2012-10-01,48.839862717501006
NA,NA,NA,EmiCH4Livestock,AT,2013-01-01,48.6613137274989
NA,NA,NA,EmiCH4Livestock,AT,2013-04-01,48.6613137274989
NA,NA,NA,EmiCH4Livestock,AT,2013-07-01,48.6613137274989
NA,NA,NA,EmiCH4Livestock,AT,2013-10-01,48.6613137274989
NA,NA,NA,EmiCH4Livestock,AT,2014-01-01,48.770866755
NA,NA,NA,EmiCH4Livestock,AT,2014-04-01,48.770866755
NA,NA,NA,EmiCH4Livestock,AT,2014-07-01,48.770866755
NA,NA,NA,EmiCH4Livestock,AT,2014-10-01,48.770866755
NA,NA,NA,EmiCH4Livestock,AT,2015-01-01,48.931204624998905
NA,NA,NA,EmiCH4Livestock,AT,2015-04-01,48.931204624998905
NA,NA,NA,EmiCH4Livestock,AT,2015-07-01,48.931204624998905
NA,NA,NA,EmiCH4Livestock,AT,2015-10-01,48.931204624998905
NA,NA,NA,EmiCH4Livestock,AT,2016-01-01,48.8493699950001
NA,NA,NA,EmiCH4Livestock,AT,2016-04-01,48.8493699950001
NA,NA,NA,EmiCH4Livestock,AT,2016-07-01,48.8493699950001
NA,NA,NA,EmiCH4Livestock,AT,2016-10-01,48.8493699950001
NA,NA,NA,EmiCH4Livestock,AT,2017-01-01,48.830514529998894
NA,NA,NA,EmiCH4Livestock,AT,2017-04-01,48.830514529998894
NA,NA,NA,EmiCH4Livestock,AT,2017-07-01,48.830514529998894
NA,NA,NA,EmiCH4Livestock,AT,2017-10-01,48.830514529998894
NA,NA,NA,EmiCH4Livestock,AT,2018-01-01,48.0606677040009
NA,NA,NA,EmiCH4Livestock,AT,2018-04-01,48.0606677040009
NA,NA,NA,EmiCH4Livestock,AT,2018-07-01,48.0606677040009
NA,NA,NA,EmiCH4Livestock,AT,2018-10-01,48.0606677040009
NA,NA,NA,EmiCH4Livestock,AT,2019-01-01,47.364943485021904
NA,NA,NA,EmiCH4Livestock,AT,2019-04-01,47.364943485021904
NA,NA,NA,EmiCH4Livestock,AT,2019-07-01,47.364943485021904
NA,NA,NA,EmiCH4Livestock,AT,2019-10-01,47.364943485021904
NA,NA,NA,EmiCH4Livestock,AT,2020-01-01,47.0590848022605
NA,NA,NA,EmiCH4Livestock,AT,2020-04-01,47.0590848022605
NA,NA,NA,EmiCH4Livestock,AT,2020-07-01,47.0590848022605
NA,NA,NA,EmiCH4Livestock,AT,2020-10-01,47.0590848022605
NA,NA,NA,EmiCH4Livestock,AT,2021-01-01,46.7568676026639
